index,time,latitude,longitude,mean_wave_period
184,2017-12-02T21:00:00Z,36.5125,-15.4125,7.6883945
185,2017-12-02T21:00:00Z,36.5125,-15.3875,7.6752415
186,2017-12-02T21:00:00Z,36.5125,-15.3625,7.6660724
187,2017-12-02T21:00:00Z,36.5125,-15.3375,7.6505384
188,2017-12-02T21:00:00Z,36.5125,-15.3125,7.642187
189,2017-12-02T21:00:00Z,36.5125,-15.2875,7.6246104
190,2017-12-02T21:00:00Z,36.5125,-15.2625,7.6091733
191,2017-12-02T21:00:00Z,36.5125,-15.2375,7.595068
192,2017-12-02T21:00:00Z,36.5125,-15.2125,7.581715
193,2017-12-02T21:00:00Z,36.5125,-15.1875,7.568183
194,2017-12-02T21:00:00Z,36.5125,-15.1625,7.558374
195,2017-12-02T21:00:00Z,36.5125,-15.1375,7.5498447
196,2017-12-02T21:00:00Z,36.5125,-15.1125,7.5393286
197,2017-12-02T21:00:00Z,36.5125,-15.0875,7.5276814
198,2017-12-02T21:00:00Z,36.5125,-15.0625,7.518492
199,2017-12-02T21:00:00Z,36.5125,-15.0375,7.5121617
200,2017-12-02T21:00:00Z,36.5125,-15.0125,7.5041227
201,2017-12-02T21:00:00Z,36.5125,-14.9875,7.4483576
202,2017-12-02T21:00:00Z,36.5125,-14.9625,7.43779
203,2017-12-02T21:00:00Z,36.5125,-14.9375,7.430439
204,2017-12-02T21:00:00Z,36.5125,-14.9125,7.4238753
205,2017-12-02T21:00:00Z,36.5125,-14.8875,7.4188795
206,2017-12-02T21:00:00Z,36.5125,-14.8625,7.4083996
207,2017-12-02T21:00:00Z,36.5125,-14.8375,7.398201
208,2017-12-02T21:00:00Z,36.5125,-14.8125,7.391065
209,2017-12-02T21:00:00Z,36.5125,-14.7875,7.3830214
210,2017-12-02T21:00:00Z,36.5125,-14.7625,7.3747873
211,2017-12-02T21:00:00Z,36.5125,-14.7375,7.3667603
212,2017-12-02T21:00:00Z,36.5125,-14.7125,7.35905
213,2017-12-02T21:00:00Z,36.5125,-14.6875,7.350428
214,2017-12-02T21:00:00Z,36.5125,-14.6625,7.342421
215,2017-12-02T21:00:00Z,36.5125,-14.6375,7.3347917
216,2017-12-02T21:00:00Z,36.5125,-14.6125,7.32943
217,2017-12-02T21:00:00Z,36.5125,-14.5875,7.324138
218,2017-12-02T21:00:00Z,36.5125,-14.5625,7.3154745
219,2017-12-02T21:00:00Z,36.5125,-14.5375,7.306978
220,2017-12-02T21:00:00Z,36.5125,-14.5125,7.2988753
221,2017-12-02T21:00:00Z,36.5125,-14.4875,7.227848
222,2017-12-02T21:00:00Z,36.5125,-14.4625,7.220198
223,2017-12-02T21:00:00Z,36.5125,-14.4375,7.214915
224,2017-12-02T21:00:00Z,36.5125,-14.4125,7.21067
225,2017-12-02T21:00:00Z,36.5125,-14.3875,7.203094
226,2017-12-02T21:00:00Z,36.5125,-14.3625,7.196325
227,2017-12-02T21:00:00Z,36.5125,-14.3375,7.1870947
228,2017-12-02T21:00:00Z,36.5125,-14.3125,7.1839542
229,2017-12-02T21:00:00Z,36.5125,-14.2875,7.176179
230,2017-12-02T21:00:00Z,36.5125,-14.2625,7.172916
231,2017-12-02T21:00:00Z,36.5125,-14.2375,7.1656237
232,2017-12-02T21:00:00Z,36.5125,-14.2125,7.1609716
233,2017-12-02T21:00:00Z,36.5125,-14.1875,7.156434
234,2017-12-02T21:00:00Z,36.5125,-14.1625,7.1507835
235,2017-12-02T21:00:00Z,36.5125,-14.1375,7.146157
236,2017-12-02T21:00:00Z,36.5125,-14.1125,7.1438627
237,2017-12-02T21:00:00Z,36.5125,-14.0875,7.1409736
238,2017-12-02T21:00:00Z,36.5125,-14.0625,7.135314
239,2017-12-02T21:00:00Z,36.5125,-14.0375,7.128392
240,2017-12-02T21:00:00Z,36.5125,-14.0125,7.1253448
241,2017-12-02T21:00:00Z,36.5125,-13.9875,7.032745
242,2017-12-02T21:00:00Z,36.5125,-13.9625,7.0279984
243,2017-12-02T21:00:00Z,36.5125,-13.9375,7.0257635
244,2017-12-02T21:00:00Z,36.5125,-13.9125,7.0220804
245,2017-12-02T21:00:00Z,36.5125,-13.8875,7.0188932
246,2017-12-02T21:00:00Z,36.5125,-13.8625,7.014422
247,2017-12-02T21:00:00Z,36.5125,-13.8375,7.008157
248,2017-12-02T21:00:00Z,36.5125,-13.8125,7.004695
249,2017-12-02T21:00:00Z,36.5125,-13.7875,7.0044403
250,2017-12-02T21:00:00Z,36.5125,-13.7625,6.9977374
251,2017-12-02T21:00:00Z,36.5125,-13.7375,6.9932203
252,2017-12-02T21:00:00Z,36.5125,-13.7125,6.9870477
253,2017-12-02T21:00:00Z,36.5125,-13.6875,6.9854507
254,2017-12-02T21:00:00Z,36.5125,-13.6625,6.984552
255,2017-12-02T21:00:00Z,36.5125,-13.6375,6.9803357
256,2017-12-02T21:00:00Z,36.5125,-13.6125,6.972757
257,2017-12-02T21:00:00Z,36.5125,-13.5875,6.9699244
258,2017-12-02T21:00:00Z,36.5125,-13.5625,6.9668937
259,2017-12-02T21:00:00Z,36.5125,-13.5375,6.963046
260,2017-12-02T21:00:00Z,36.5125,-13.5125,6.958519
261,2017-12-02T21:00:00Z,36.5125,-13.4875,6.835593
262,2017-12-02T21:00:00Z,36.5125,-13.4625,6.8344336
263,2017-12-02T21:00:00Z,36.5125,-13.4375,6.8325152
264,2017-12-02T21:00:00Z,36.5125,-13.4125,6.830938
265,2017-12-02T21:00:00Z,36.5125,-13.3875,6.8269863
266,2017-12-02T21:00:00Z,36.5125,-13.3625,6.824107
267,2017-12-02T21:00:00Z,36.5125,-13.3375,6.822017
268,2017-12-02T21:00:00Z,36.5125,-13.3125,6.81981
269,2017-12-02T21:00:00Z,36.5125,-13.2875,6.8137226
270,2017-12-02T21:00:00Z,36.5125,-13.2625,6.8106194
271,2017-12-02T21:00:00Z,36.5125,-13.2375,6.8106675
272,2017-12-02T21:00:00Z,36.5125,-13.2125,6.807634
273,2017-12-02T21:00:00Z,36.5125,-13.1875,6.802927
274,2017-12-02T21:00:00Z,36.5125,-13.1625,6.797927
275,2017-12-02T21:00:00Z,36.5125,-13.1375,6.791912
276,2017-12-02T21:00:00Z,36.5125,-13.1125,6.789137
277,2017-12-02T21:00:00Z,36.5125,-13.0875,6.78552
278,2017-12-02T21:00:00Z,36.5125,-13.0625,6.7827196
279,2017-12-02T21:00:00Z,36.5125,-13.0375,6.7797832
280,2017-12-02T21:00:00Z,36.5125,-13.0125,6.7764697
281,2017-12-02T21:00:00Z,36.5125,-12.9875,6.7199326
282,2017-12-02T21:00:00Z,36.5125,-12.9625,6.7152467
283,2017-12-02T21:00:00Z,36.5125,-12.9375,6.711662
284,2017-12-02T21:00:00Z,36.5125,-12.9125,6.7043705
285,2017-12-02T21:00:00Z,36.5125,-12.8875,6.699065
286,2017-12-02T21:00:00Z,36.5125,-12.8625,6.698917
287,2017-12-02T21:00:00Z,36.5125,-12.8375,6.6904163
288,2017-12-02T21:00:00Z,36.5125,-12.8125,6.68483
289,2017-12-02T21:00:00Z,36.5125,-12.7875,6.6807837
290,2017-12-02T21:00:00Z,36.5125,-12.7625,6.676394
291,2017-12-02T21:00:00Z,36.5125,-12.7375,6.6726975
292,2017-12-02T21:00:00Z,36.5125,-12.7125,6.664654
293,2017-12-02T21:00:00Z,36.5125,-12.6875,6.658856
294,2017-12-02T21:00:00Z,36.5125,-12.6625,6.6560216
295,2017-12-02T21:00:00Z,36.5125,-12.6375,6.650516
296,2017-12-02T21:00:00Z,36.5125,-12.6125,6.6453795
297,2017-12-02T21:00:00Z,36.5125,-12.5875,6.63796
298,2017-12-02T21:00:00Z,36.5125,-12.5625,6.635063
299,2017-12-02T21:00:00Z,36.5125,-12.5375,6.6286435
300,2017-12-02T21:00:00Z,36.5125,-12.5125,6.624367
301,2017-12-02T21:00:00Z,36.5125,-12.4875,6.592552
302,2017-12-02T21:00:00Z,36.5125,-12.4625,6.5891366
303,2017-12-02T21:00:00Z,36.5125,-12.4375,6.5830173
304,2017-12-02T21:00:00Z,36.5125,-12.4125,6.5781875
305,2017-12-02T21:00:00Z,36.5125,-12.3875,6.574035
306,2017-12-02T21:00:00Z,36.5125,-12.3625,6.5698423
307,2017-12-02T21:00:00Z,36.5125,-12.3375,6.567825
308,2017-12-02T21:00:00Z,36.5125,-12.3125,6.563886
309,2017-12-02T21:00:00Z,36.5125,-12.2875,6.5615664
310,2017-12-02T21:00:00Z,36.5125,-12.2625,6.5561604
311,2017-12-02T21:00:00Z,36.5125,-12.2375,6.554261
312,2017-12-02T21:00:00Z,36.5125,-12.2125,6.5484138
313,2017-12-02T21:00:00Z,36.5125,-12.1875,6.5456176
314,2017-12-02T21:00:00Z,36.5125,-12.1625,6.547019
315,2017-12-02T21:00:00Z,36.5125,-12.1375,6.54419
316,2017-12-02T21:00:00Z,36.5125,-12.1125,6.543442
317,2017-12-02T21:00:00Z,36.5125,-12.0875,6.5402904
318,2017-12-02T21:00:00Z,36.5125,-12.0625,6.5422153
319,2017-12-02T21:00:00Z,36.5125,-12.0375,6.540093
320,2017-12-02T21:00:00Z,36.5125,-12.0125,6.540273
321,2017-12-02T21:00:00Z,36.5125,-11.9875,6.4992776
322,2017-12-02T21:00:00Z,36.5125,-11.9625,6.49774
323,2017-12-02T21:00:00Z,36.5125,-11.9375,6.4956217
324,2017-12-02T21:00:00Z,36.5125,-11.9125,6.4923325
325,2017-12-02T21:00:00Z,36.5125,-11.8875,6.488928
326,2017-12-02T21:00:00Z,36.5125,-11.8625,6.486489
327,2017-12-02T21:00:00Z,36.5125,-11.8375,6.4840674
328,2017-12-02T21:00:00Z,36.5125,-11.8125,6.4832406
329,2017-12-02T21:00:00Z,36.5125,-11.7875,6.4812055
330,2017-12-02T21:00:00Z,36.5125,-11.7625,6.475772
331,2017-12-02T21:00:00Z,36.5125,-11.7375,6.4686966
332,2017-12-02T21:00:00Z,36.5125,-11.7125,6.4637074
333,2017-12-02T21:00:00Z,36.5125,-11.6875,6.4567547
334,2017-12-02T21:00:00Z,36.5125,-11.6625,6.452975
335,2017-12-02T21:00:00Z,36.5125,-11.6375,6.4476876
336,2017-12-02T21:00:00Z,36.5125,-11.6125,6.4429383
337,2017-12-02T21:00:00Z,36.5125,-11.5875,6.439444
338,2017-12-02T21:00:00Z,36.5125,-11.5625,6.4338107
339,2017-12-02T21:00:00Z,36.5125,-11.5375,6.435161
340,2017-12-02T21:00:00Z,36.5125,-11.5125,6.4308543
341,2017-12-02T21:00:00Z,36.5125,-11.4875,6.368361
342,2017-12-02T21:00:00Z,36.5125,-11.4625,6.36267
343,2017-12-02T21:00:00Z,36.5125,-11.4375,6.356245
344,2017-12-02T21:00:00Z,36.5125,-11.4125,6.3485203
345,2017-12-02T21:00:00Z,36.5125,-11.3875,6.34668
346,2017-12-02T21:00:00Z,36.5125,-11.3625,6.3422093
347,2017-12-02T21:00:00Z,36.5125,-11.3375,6.3379345
348,2017-12-02T21:00:00Z,36.5125,-11.3125,6.3340106
349,2017-12-02T21:00:00Z,36.5125,-11.2875,6.3265824
350,2017-12-02T21:00:00Z,36.5125,-11.2625,6.320665
351,2017-12-02T21:00:00Z,36.5125,-11.2375,6.3134217
352,2017-12-02T21:00:00Z,36.5125,-11.2125,6.310131
353,2017-12-02T21:00:00Z,36.5125,-11.1875,6.30779
354,2017-12-02T21:00:00Z,36.5125,-11.1625,6.3074975
355,2017-12-02T21:00:00Z,36.5125,-11.1375,6.3096724
356,2017-12-02T21:00:00Z,36.5125,-11.1125,6.306017
357,2017-12-02T21:00:00Z,36.5125,-11.0875,6.303529
358,2017-12-02T21:00:00Z,36.5125,-11.0625,6.307311
359,2017-12-02T21:00:00Z,36.5125,-11.0375,6.3060837
360,2017-12-02T21:00:00Z,36.5125,-11.0125,6.3071017
361,2017-12-02T21:00:00Z,36.5125,-10.9875,6.2129016
362,2017-12-02T21:00:00Z,36.5125,-10.9625,6.2122235
363,2017-12-02T21:00:00Z,36.5125,-10.9375,6.2151866
364,2017-12-02T21:00:00Z,36.5125,-10.9125,6.21951
365,2017-12-02T21:00:00Z,36.5125,-10.8875,6.2203093
366,2017-12-02T21:00:00Z,36.5125,-10.8625,6.220001
367,2017-12-02T21:00:00Z,36.5125,-10.8375,6.2194586
368,2017-12-02T21:00:00Z,36.5125,-10.8125,6.218413
369,2017-12-02T21:00:00Z,36.5125,-10.7875,6.2191067
370,2017-12-02T21:00:00Z,36.5125,-10.7625,6.22113
371,2017-12-02T21:00:00Z,36.5125,-10.7375,6.2215295
372,2017-12-02T21:00:00Z,36.5125,-10.7125,6.220725
373,2017-12-02T21:00:00Z,36.5125,-10.6875,6.219411
374,2017-12-02T21:00:00Z,36.5125,-10.6625,6.221244
375,2017-12-02T21:00:00Z,36.5125,-10.6375,6.222798
376,2017-12-02T21:00:00Z,36.5125,-10.6125,6.2241626
377,2017-12-02T21:00:00Z,36.5125,-10.5875,6.225328
378,2017-12-02T21:00:00Z,36.5125,-10.5625,6.227086
379,2017-12-02T21:00:00Z,36.5125,-10.5375,6.2301726
380,2017-12-02T21:00:00Z,36.5125,-10.5125,6.2314205
381,2017-12-02T21:00:00Z,36.5125,-10.4875,6.146103
382,2017-12-02T21:00:00Z,36.5125,-10.4625,6.1504526
